"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 10:00","2023","07","01","10:00","22.0","","14.6","","62","","","","17","","10","","24.1","","88.62","","26","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 11:00","2023","07","01","11:00","23.9","","14.6","","55","","","","9","","7","","32.2","","88.57","","28","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 12:00","2023","07","01","12:00","26.0","","11.7","","40","","","","21","","12","","48.3","","88.48","","28","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 13:00","2023","07","01","13:00","28.2","","8.7","","29","","","","16","","13","","48.3","","88.38","","29","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 14:00","2023","07","01","14:00","29.2","","5.0","","21","","","","25","","11","","48.3","","88.31","","28","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 15:00","2023","07","01","15:00","28.8","","2.5","","18","","","","27","","12","","32.2","","88.24","","27","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 16:00","2023","07","01","16:00","27.2","","12.7","","40","","","","1","","30","","32.2","","88.28","","30","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 17:00","2023","07","01","17:00","22.0","","15.4","","66","","","","36","","38","","24.1","","88.39","","26","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 18:00","2023","07","01","18:00","15.8","","11.7","","76","","","","35","","54","","14.5","","88.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 19:00","2023","07","01","19:00","15.7","","9.3","","65","","","","36","","39","","16.1","","88.66","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 20:00","2023","07","01","20:00","15.2","","9.1","","67","","","","35","","36","","16.1","","88.73","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 21:00","2023","07","01","21:00","14.7","","8.8","","68","","","","1","","27","","16.1","","88.81","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 22:00","2023","07","01","22:00","13.8","","7.7","","66","","","","1","","27","","16.1","","88.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-01 23:00","2023","07","01","23:00","13.5","","7.7","","68","","","","36","","15","","16.1","","88.94","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 00:00","2023","07","02","00:00","13.2","","6.6","","64","","","","34","","17","","16.1","","88.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 01:00","2023","07","02","01:00","12.7","","5.7","","62","","","","35","","14","","16.1","","88.98","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 02:00","2023","07","02","02:00","12.2","","5.3","","63","","","","33","","27","","16.1","","88.99","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 03:00","2023","07","02","03:00","11.5","","4.5","","62","","","","35","","22","","16.1","","89.00","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 04:00","2023","07","02","04:00","10.6","","4.7","","67","","","","36","","27","","16.1","","89.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 05:00","2023","07","02","05:00","8.4","","3.0","","69","","","","36","","31","","16.1","","89.11","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 06:00","2023","07","02","06:00","8.4","","3.4","","71","","","","35","","24","","16.1","","89.12","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 07:00","2023","07","02","07:00","8.7","","3.5","","70","","","","27","","9","","32.2","","89.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 08:00","2023","07","02","08:00","10.5","","4.1","","64","","","","33","","14","","64.4","","89.12","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 09:00","2023","07","02","09:00","12.3","","4.6","","59","","","","36","","8","","64.4","","89.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 10:00","2023","07","02","10:00","13.3","","3.7","","52","","","","33","","7","","64.4","","89.08","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 11:00","2023","07","02","11:00","15.7","","4.8","","48","","","","24","","8","","64.4","","89.09","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 12:00","2023","07","02","12:00","16.7","","2.8","","39","","","","33","","18","","64.4","","89.07","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 13:00","2023","07","02","13:00","18.1","","2.2","","34","","","","3","","15","","64.4","","89.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 14:00","2023","07","02","14:00","18.4","","1.6","","32","","","","4","","24","","64.4","","89.03","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 15:00","2023","07","02","15:00","19.2","","2.3","","32","","","","4","","27","","32.2","","89.03","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 16:00","2023","07","02","16:00","15.7","","3.0","","42","","","","36","","33","","24.1","","89.12","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 17:00","2023","07","02","17:00","14.0","","4.0","","51","","","","5","","25","","24.1","","89.17","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 18:00","2023","07","02","18:00","15.6","","6.5","","55","","","","3","","22","","32.2","","89.19","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 19:00","2023","07","02","19:00","15.3","","5.3","","51","","","","4","","37","","16.1","","89.24","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 20:00","2023","07","02","20:00","13.8","","4.1","","52","","","","4","","34","","11.3","","89.24","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 21:00","2023","07","02","21:00","12.2","","4.3","","58","","","","3","","25","","16.1","","89.26","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 22:00","2023","07","02","22:00","12.5","","3.6","","54","","","","32","","13","","16.1","","89.32","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-02 23:00","2023","07","02","23:00","11.6","","5.6","","67","","","","31","","12","","16.1","","89.32","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 00:00","2023","07","03","00:00","11.6","","5.2","","65","","","","30","","12","","16.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 01:00","2023","07","03","01:00","11.5","","5.3","","65","","","","31","","16","","16.1","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 02:00","2023","07","03","02:00","10.5","","5.1","","69","","","","32","","16","","16.1","","89.36","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 03:00","2023","07","03","03:00","9.0","","4.5","","73","","","","34","","9","","16.1","","89.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 04:00","2023","07","03","04:00","7.9","","4.2","","77","","","","35","","10","","11.3","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 05:00","2023","07","03","05:00","8.8","","3.7","","70","","","","32","","15","","32.2","","89.34","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 06:00","2023","07","03","06:00","9.6","","4.4","","70","","","","30","","13","","32.2","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 07:00","2023","07","03","07:00","11.9","","3.7","","57","","","","30","","11","","32.2","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 08:00","2023","07","03","08:00","14.3","","2.8","","46","","","","34","","20","","32.2","","89.34","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 09:00","2023","07","03","09:00","15.3","","2.9","","43","","","","31","","33","","32.2","","89.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 10:00","2023","07","03","10:00","16.4","","2.4","","39","","","","31","","27","","32.2","","89.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 11:00","2023","07","03","11:00","17.2","","1.6","","35","","","","31","","21","","48.3","","89.28","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 12:00","2023","07","03","12:00","17.4","","0.4","","31","","","","32","","18","","48.3","","89.27","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 13:00","2023","07","03","13:00","19.0","","1.1","","30","","","","32","","20","","48.3","","89.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 14:00","2023","07","03","14:00","15.6","","4.3","","47","","","","36","","42","","12.9","","89.33","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 15:00","2023","07","03","15:00","13.5","","5.5","","58","","","","35","","36","","16.1","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 16:00","2023","07","03","16:00","12.7","","5.7","","62","","","","35","","41","","19.3","","89.49","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 17:00","2023","07","03","17:00","12.9","","6.7","","66","","","","33","","37","","19.3","","89.53","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 18:00","2023","07","03","18:00","14.4","","6.0","","57","","","","33","","42","","24.1","","89.55","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 19:00","2023","07","03","19:00","13.9","","6.1","","59","","","","34","","28","","24.1","","89.58","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 20:00","2023","07","03","20:00","13.2","","5.7","","60","","","","35","","42","","16.1","","89.64","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 21:00","2023","07","03","21:00","11.1","","6.2","","72","","","","34","","26","","24.1","","89.71","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 22:00","2023","07","03","22:00","10.4","","5.7","","73","","","","34","","23","","19.3","","89.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-03 23:00","2023","07","03","23:00","9.6","","5.8","","77","","","","33","","19","","19.3","","89.80","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 00:00","2023","07","04","00:00","8.9","","5.6","","80","","","","33","","16","","19.3","","89.82","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 01:00","2023","07","04","01:00","8.5","","5.3","","80","","","","32","","26","","24.1","","89.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 02:00","2023","07","04","02:00","9.0","","5.0","","76","","","","32","","23","","24.1","","89.83","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 03:00","2023","07","04","03:00","9.5","","4.5","","71","","","","32","","13","","24.1","","89.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 04:00","2023","07","04","04:00","9.3","","4.7","","73","","","","32","","16","","24.1","","89.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 05:00","2023","07","04","05:00","7.5","","4.0","","78","","","","33","","20","","24.1","","89.84","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 06:00","2023","07","04","06:00","9.7","","4.9","","72","","","","33","","13","","24.1","","89.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 07:00","2023","07","04","07:00","11.4","","5.7","","68","","","","33","","15","","24.1","","89.87","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 08:00","2023","07","04","08:00","13.9","","7.3","","64","","","","32","","10","","24.1","","89.85","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 09:00","2023","07","04","09:00","14.0","","6.5","","61","","","","1","","8","","24.1","","89.82","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 10:00","2023","07","04","10:00","15.7","","5.9","","52","","","","5","","8","","24.1","","89.77","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 11:00","2023","07","04","11:00","17.2","","5.5","","46","","","","10","","7","","32.2","","89.75","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 12:00","2023","07","04","12:00","18.7","","5.2","","41","","","","23","","7","","24.1","","89.72","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 13:00","2023","07","04","13:00","16.9","","5.2","","45","","","","36","","2","","24.1","","89.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 14:00","2023","07","04","14:00","19.0","","4.2","","37","","","","8","","12","","32.2","","89.66","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 15:00","2023","07","04","15:00","18.5","","5.0","","40","","","","12","","8","","24.1","","89.62","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 16:00","2023","07","04","16:00","18.1","","5.2","","42","","","","9","","21","","24.1","","89.60","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 17:00","2023","07","04","17:00","18.1","","5.0","","41","","","","15","","13","","24.1","","89.59","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 18:00","2023","07","04","18:00","15.0","","6.4","","56","","","","31","","14","","14.5","","89.65","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 19:00","2023","07","04","19:00","12.9","","7.8","","71","","","","19","","8","","14.5","","89.71","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 20:00","2023","07","04","20:00","13.1","","9.2","","77","","","","19","","6","","24.1","","89.66","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 21:00","2023","07","04","21:00","13.7","","7.9","","68","","","","16","","10","","24.1","","89.60","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 22:00","2023","07","04","22:00","13.1","","9.6","","79","","","","23","","8","","24.1","","89.61","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-04 23:00","2023","07","04","23:00","11.7","","8.6","","81","","","","16","","4","","24.1","","89.60","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 00:00","2023","07","05","00:00","10.0","","7.8","","86","","","","36","","2","","24.1","","89.57","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 01:00","2023","07","05","01:00","10.8","","7.8","","82","","","","25","","5","","24.1","","89.54","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 02:00","2023","07","05","02:00","9.7","","7.5","","86","","","","23","","10","","24.1","","89.51","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 03:00","2023","07","05","03:00","9.7","","7.2","","84","","","","26","","3","","24.1","","89.48","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 04:00","2023","07","05","04:00","8.4","","6.6","","88","","","","20","","3","","24.1","","89.45","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 05:00","2023","07","05","05:00","8.9","","6.2","","83","","","","22","","4","","24.1","","89.43","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 06:00","2023","07","05","06:00","9.4","","6.5","","82","","","","17","","4","","24.1","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 07:00","2023","07","05","07:00","11.6","","6.9","","72","","","","17","","7","","48.3","","89.39","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 08:00","2023","07","05","08:00","14.7","","8.1","","64","","","","21","","7","","32.2","","89.37","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 09:00","2023","07","05","09:00","17.0","","6.4","","49","","","","22","","12","","32.2","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 10:00","2023","07","05","10:00","19.4","","7.4","","45","","","","23","","12","","32.2","","89.31","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 11:00","2023","07","05","11:00","21.0","","7.0","","40","","","","5","","3","","32.2","","89.27","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 12:00","2023","07","05","12:00","22.6","","3.0","","27","","","","33","","20","","32.2","","89.26","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 13:00","2023","07","05","13:00","21.9","","0.6","","24","","","","32","","14","","32.2","","89.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 14:00","2023","07","05","14:00","23.0","","2.7","","26","","","","11","","8","","32.2","","89.22","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 15:00","2023","07","05","15:00","23.2","","3.3","","27","","","","32","","6","","32.2","","89.19","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 16:00","2023","07","05","16:00","23.9","","3.7","","26","","","","6","","11","","24.1","","89.16","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 17:00","2023","07","05","17:00","24.0","","5.2","","29","","","","1","","7","","24.1","","89.11","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 18:00","2023","07","05","18:00","23.5","","4.8","","29","","","","14","","10","","24.1","","89.09","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 19:00","2023","07","05","19:00","22.6","","4.7","","31","","","","15","","13","","32.2","","89.08","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 20:00","2023","07","05","20:00","20.9","","5.1","","35","","","","14","","16","","24.1","","89.07","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 21:00","2023","07","05","21:00","19.1","","5.6","","41","","","","16","","10","","24.1","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 22:00","2023","07","05","22:00","19.6","","6.2","","41","","","","23","","6","","24.1","","89.13","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-05 23:00","2023","07","05","23:00","18.7","","5.3","","41","","","","23","","5","","24.1","","89.14","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 00:00","2023","07","06","00:00","14.4","","7.7","","64","","","","6","","5","","24.1","","89.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 01:00","2023","07","06","01:00","14.5","","6.8","","59","","","","1","","7","","24.1","","89.14","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 02:00","2023","07","06","02:00","13.9","","5.8","","58","","","","1","","10","","24.1","","89.14","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 03:00","2023","07","06","03:00","13.4","","6.2","","61","","","","33","","13","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 04:00","2023","07","06","04:00","14.3","","6.4","","59","","","","34","","20","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 05:00","2023","07","06","05:00","13.7","","6.1","","60","","","","34","","10","","24.1","","89.16","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 06:00","2023","07","06","06:00","15.4","","6.8","","56","","","","36","","3","","24.1","","89.15","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 07:00","2023","07","06","07:00","16.6","","7.0","","53","","","","33","","11","","24.1","","89.19","","","","","","Rain"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 08:00","2023","07","06","08:00","17.7","","6.6","","48","","","","33","","9","","24.1","","89.23","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 09:00","2023","07","06","09:00","18.5","","7.5","","48","","","","34","","18","","24.1","","89.25","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 10:00","2023","07","06","10:00","19.2","","7.4","","46","","","","32","","12","","24.1","","89.24","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 11:00","2023","07","06","11:00","19.3","","8.3","","49","","","","32","","11","","14.5","","89.26","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 12:00","2023","07","06","12:00","20.9","","9.0","","46","","","","5","","5","","16.1","","89.22","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 13:00","2023","07","06","13:00","22.8","","8.8","","41","","","","36","","14","","16.1","","89.17","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 14:00","2023","07","06","14:00","22.6","","8.6","","41","","","","35","","14","","19.3","","89.15","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 15:00","2023","07","06","15:00","24.1","","9.2","","38","","","","6","","13","","14.5","","89.15","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 16:00","2023","07","06","16:00","21.0","","10.7","","51","","","","6","","14","","19.3","","89.13","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 17:00","2023","07","06","17:00","16.7","","9.6","","63","","","","24","","18","","16.1","","89.20","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 18:00","2023","07","06","18:00","16.4","","9.4","","63","","","","28","","15","","24.1","","89.23","","","","","","Thunderstorms"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 19:00","2023","07","06","19:00","13.7","","9.4","","75","","","","33","","34","","8.1","","89.31","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 20:00","2023","07","06","20:00","13.0","","10.7","","86","","","","1","","19","","11.3","","89.35","","","","","","Thunderstorms,Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 21:00","2023","07","06","21:00","14.2","","10.0","","76","","","","5","","11","","11.3","","89.27","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 22:00","2023","07","06","22:00","13.6","","10.5","","81","","","","26","","14","","12.9","","89.27","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-06 23:00","2023","07","06","23:00","13.6","","10.3","","80","","","","29","","9","","12.9","","89.29","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 00:00","2023","07","07","00:00","13.3","","9.9","","79","","","","22","","6","","12.9","","89.29","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 01:00","2023","07","07","01:00","13.3","","10.3","","82","","","","31","","5","","12.9","","89.32","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 02:00","2023","07","07","02:00","12.8","","9.8","","82","","","","36","","1","","12.9","","89.33","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 03:00","2023","07","07","03:00","13.2","","9.5","","78","","","","36","","2","","12.9","","89.32","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 04:00","2023","07","07","04:00","13.0","","9.8","","81","","","","24","","4","","12.9","","89.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 05:00","2023","07","07","05:00","12.7","","9.6","","81","","","","35","","8","","12.9","","89.34","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 06:00","2023","07","07","06:00","12.1","","9.9","","86","","","","22","","6","","16.1","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 07:00","2023","07","07","07:00","14.3","","10.3","","76","","","","36","","3","","14.5","","89.38","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 08:00","2023","07","07","08:00","16.6","","9.6","","63","","","","34","","8","","14.5","","89.37","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-07-07 09:00","2023","07","07","09:00","18.1","","8.6","","53","","","","36","","2","","14.5","","89.38","","","","","","NA"
