"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 16:00","2023","08","01","16:00","26.7","","8.0","","30","","","","10","","18","","12.9","","89.15","","27","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 17:00","2023","08","01","17:00","26.5","","6.8","","28","","","","10","","14","","12.9","","89.13","","26","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 18:00","2023","08","01","18:00","26.0","","4.9","","25","","","","14","","16","","12.9","","89.12","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 19:00","2023","08","01","19:00","25.2","","3.9","","25","","","","11","","16","","16.1","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 20:00","2023","08","01","20:00","22.4","","5.5","","33","","","","10","","13","","16.1","","89.14","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 21:00","2023","08","01","21:00","21.4","","6.5","","38","","","","10","","14","","16.1","","89.19","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 22:00","2023","08","01","22:00","19.3","","8.5","","49","","","","9","","19","","16.1","","89.24","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-01 23:00","2023","08","01","23:00","17.3","","8.8","","57","","","","8","","11","","16.1","","89.27","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 00:00","2023","08","02","00:00","16.8","","8.6","","58","","","","9","","5","","24.1","","89.32","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 01:00","2023","08","02","01:00","16.1","","8.8","","62","","","","4","","6","","24.1","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 02:00","2023","08","02","02:00","13.7","","8.9","","73","","","","34","","13","","24.1","","89.36","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 03:00","2023","08","02","03:00","13.2","","8.8","","75","","","","34","","12","","24.1","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 04:00","2023","08","02","04:00","11.1","","8.3","","83","","","","35","","8","","24.1","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 05:00","2023","08","02","05:00","10.9","","8.2","","83","","","","34","","10","","24.1","","89.35","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 06:00","2023","08","02","06:00","11.4","","8.4","","82","","","","34","","9","","24.1","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 07:00","2023","08","02","07:00","13.9","","9.2","","73","","","","33","","8","","24.1","","89.36","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 08:00","2023","08","02","08:00","17.3","","9.8","","61","","","","32","","5","","24.1","","89.36","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 09:00","2023","08","02","09:00","19.4","","8.6","","49","","","","16","","8","","24.1","","89.34","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 10:00","2023","08","02","10:00","20.4","","9.1","","48","","","","36","","2","","24.1","","89.28","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 11:00","2023","08","02","11:00","22.8","","8.6","","40","","","","8","","7","","24.1","","89.22","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 12:00","2023","08","02","12:00","24.0","","8.4","","36","","","","8","","7","","24.1","","89.17","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 13:00","2023","08","02","13:00","26.2","","6.9","","29","","","","15","","14","","24.1","","89.14","","26","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 14:00","2023","08","02","14:00","27.5","","6.0","","25","","","","13","","16","","24.1","","89.09","","27","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 15:00","2023","08","02","15:00","28.3","","4.3","","21","","","","9","","12","","24.1","","89.03","","27","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 16:00","2023","08","02","16:00","29.2","","3.1","","18","","","","11","","16","","24.1","","88.98","","28","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 17:00","2023","08","02","17:00","29.7","","2.8","","17","","","","11","","20","","24.1","","88.91","","28","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 18:00","2023","08","02","18:00","28.9","","3.7","","20","","","","10","","18","","24.1","","88.86","","28","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 19:00","2023","08","02","19:00","27.0","","3.1","","21","","","","9","","18","","24.1","","88.83","","26","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 20:00","2023","08","02","20:00","24.8","","4.4","","26","","","","10","","15","","24.1","","88.83","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 21:00","2023","08","02","21:00","23.8","","2.6","","25","","","","11","","18","","16.1","","88.86","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 22:00","2023","08","02","22:00","23.3","","3.8","","28","","","","13","","15","","16.1","","88.84","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-02 23:00","2023","08","02","23:00","21.2","","5.3","","35","","","","20","","9","","16.1","","88.83","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 00:00","2023","08","03","00:00","17.5","","11.5","","68","","","","33","","21","","16.1","","88.89","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 01:00","2023","08","03","01:00","16.5","","11.5","","72","","","","36","","15","","16.1","","88.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 02:00","2023","08","03","02:00","15.8","","11.3","","75","","","","34","","22","","16.1","","88.97","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 03:00","2023","08","03","03:00","15.0","","11.4","","79","","","","34","","32","","16.1","","89.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 04:00","2023","08","03","04:00","14.1","","11.6","","85","","","","35","","33","","16.1","","89.11","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 05:00","2023","08","03","05:00","14.2","","11.4","","84","","","","34","","25","","11.3","","89.19","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 06:00","2023","08","03","06:00","14.5","","11.4","","82","","","","35","","27","","11.3","","89.27","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 07:00","2023","08","03","07:00","14.8","","11.0","","78","","","","34","","35","","14.5","","89.30","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 08:00","2023","08","03","08:00","15.6","","11.3","","76","","","","34","","24","","14.5","","89.35","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 09:00","2023","08","03","09:00","16.4","","11.1","","71","","","","32","","23","","14.5","","89.37","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 10:00","2023","08","03","10:00","18.2","","11.2","","63","","","","34","","23","","14.5","","89.37","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 11:00","2023","08","03","11:00","19.6","","11.1","","58","","","","33","","22","","16.1","","89.37","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 12:00","2023","08","03","12:00","21.3","","11.1","","52","","","","36","","23","","19.3","","89.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 13:00","2023","08","03","13:00","21.7","","10.8","","49","","","","4","","21","","19.3","","89.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 14:00","2023","08","03","14:00","22.7","","11.4","","48","","","","36","","18","","19.3","","89.33","","25","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 15:00","2023","08","03","15:00","23.5","","11.7","","47","","","","1","","21","","19.3","","89.32","","26","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 16:00","2023","08","03","16:00","22.8","","11.6","","49","","","","5","","13","","19.3","","89.33","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 17:00","2023","08","03","17:00","22.7","","11.3","","48","","","","3","","18","","19.3","","89.34","","25","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 18:00","2023","08","03","18:00","22.1","","11.1","","49","","","","3","","20","","19.3","","89.33","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 19:00","2023","08","03","19:00","20.7","","11.5","","55","","","","4","","24","","9.7","","89.37","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 20:00","2023","08","03","20:00","19.2","","11.3","","60","","","","3","","24","","9.7","","89.41","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 21:00","2023","08","03","21:00","18.0","","11.8","","67","","","","3","","18","","9.7","","89.49","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 22:00","2023","08","03","22:00","17.1","","11.7","","70","","","","3","","14","","9.7","","89.55","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-03 23:00","2023","08","03","23:00","17.4","","11.7","","69","","","","5","","12","","9.7","","89.58","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 00:00","2023","08","04","00:00","17.0","","11.2","","68","","","","7","","15","","8.1","","89.63","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 01:00","2023","08","04","01:00","16.8","","11.2","","69","","","","8","","14","","9.7","","89.64","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 02:00","2023","08","04","02:00","16.6","","11.0","","69","","","","11","","11","","9.7","","89.69","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 03:00","2023","08","04","03:00","16.3","","10.7","","69","","","","10","","9","","9.7","","89.68","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 04:00","2023","08","04","04:00","16.4","","10.5","","68","","","","13","","9","","9.7","","89.71","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 05:00","2023","08","04","05:00","15.8","","10.9","","72","","","","18","","5","","9.7","","89.68","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 06:00","2023","08","04","06:00","15.6","","11.1","","74","","","","17","","8","","14.5","","89.67","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 07:00","2023","08","04","07:00","17.0","","12.1","","73","","","","18","","9","","19.3","","89.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 08:00","2023","08","04","08:00","17.6","","11.9","","69","","","","16","","15","","19.3","","89.72","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 09:00","2023","08","04","09:00","19.6","","10.4","","55","","","","16","","19","","14.5","","89.70","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 10:00","2023","08","04","10:00","20.0","","9.7","","51","","","","14","","16","","19.3","","89.69","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 11:00","2023","08","04","11:00","21.9","","7.4","","39","","","","16","","18","","19.3","","89.66","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 12:00","2023","08","04","12:00","23.1","","7.4","","36","","","","13","","17","","19.3","","89.62","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 13:00","2023","08","04","13:00","24.6","","7.5","","33","","","","12","","14","","19.3","","89.59","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 14:00","2023","08","04","14:00","24.7","","6.9","","31","","","","9","","18","","19.3","","89.55","","25","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 15:00","2023","08","04","15:00","25.0","","7.0","","31","","","","13","","23","","19.3","","89.52","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 16:00","2023","08","04","16:00","24.2","","6.3","","31","","","","13","","20","","19.3","","89.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 17:00","2023","08","04","17:00","23.9","","5.5","","30","","","","12","","20","","19.3","","89.53","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 18:00","2023","08","04","18:00","23.4","","5.9","","32","","","","11","","21","","24.1","","89.56","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 19:00","2023","08","04","19:00","22.1","","6.5","","36","","","","8","","13","","16.1","","89.64","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 20:00","2023","08","04","20:00","16.7","","11.7","","72","","","","5","","25","","11.3","","89.73","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 21:00","2023","08","04","21:00","15.7","","11.7","","77","","","","36","","17","","11.3","","89.84","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 22:00","2023","08","04","22:00","15.1","","11.5","","79","","","","34","","13","","16.1","","89.88","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-04 23:00","2023","08","04","23:00","15.2","","11.2","","77","","","","33","","10","","16.1","","89.96","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 00:00","2023","08","05","00:00","15.6","","10.6","","72","","","","19","","5","","16.1","","89.96","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 01:00","2023","08","05","01:00","15.6","","11.2","","75","","","","24","","9","","16.1","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 02:00","2023","08","05","02:00","15.5","","10.8","","74","","","","29","","5","","16.1","","89.95","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 03:00","2023","08","05","03:00","15.4","","10.8","","74","","","","24","","10","","16.1","","89.94","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 04:00","2023","08","05","04:00","15.0","","9.8","","71","","","","36","","3","","16.1","","89.96","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 05:00","2023","08","05","05:00","13.7","","10.4","","80","","","","20","","5","","14.5","","89.97","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 06:00","2023","08","05","06:00","14.3","","10.5","","78","","","","8","","6","","16.1","","90.00","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 07:00","2023","08","05","07:00","15.4","","10.6","","73","","","","27","","7","","24.1","","90.00","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 08:00","2023","08","05","08:00","16.8","","11.7","","71","","","","1","","6","","24.1","","90.05","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 09:00","2023","08","05","09:00","18.8","","9.5","","54","","","","3","","5","","24.1","","90.04","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 10:00","2023","08","05","10:00","20.5","","10.8","","53","","","","35","","8","","24.1","","90.05","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 11:00","2023","08","05","11:00","20.6","","10.5","","52","","","","4","","7","","24.1","","90.06","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 12:00","2023","08","05","12:00","21.2","","9.7","","47","","","","36","","2","","24.1","","90.02","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 13:00","2023","08","05","13:00","22.9","","8.3","","39","","","","17","","11","","24.1","","90.01","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 14:00","2023","08","05","14:00","22.2","","8.2","","40","","","","18","","8","","24.1","","90.01","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 15:00","2023","08","05","15:00","22.2","","8.6","","41","","","","17","","10","","24.1","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 16:00","2023","08","05","16:00","23.2","","8.0","","37","","","","16","","8","","24.1","","89.93","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 17:00","2023","08","05","17:00","23.1","","8.5","","39","","","","23","","8","","24.1","","89.90","","","","","","Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 18:00","2023","08","05","18:00","22.9","","8.1","","38","","","","15","","13","","24.1","","89.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 19:00","2023","08","05","19:00","21.2","","9.7","","47","","","","9","","17","","16.1","","89.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 20:00","2023","08","05","20:00","19.3","","9.3","","52","","","","10","","10","","16.1","","89.90","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 21:00","2023","08","05","21:00","19.3","","9.1","","51","","","","12","","11","","16.1","","89.92","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 22:00","2023","08","05","22:00","18.0","","9.7","","58","","","","13","","9","","16.1","","89.97","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-05 23:00","2023","08","05","23:00","15.8","","9.5","","66","","","","34","","8","","24.1","","89.97","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 00:00","2023","08","06","00:00","14.4","","9.1","","70","","","","36","","9","","16.1","","89.95","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 01:00","2023","08","06","01:00","13.9","","9.1","","72","","","","34","","9","","24.1","","89.94","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 02:00","2023","08","06","02:00","13.5","","8.8","","73","","","","34","","4","","24.1","","89.90","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 03:00","2023","08","06","03:00","15.0","","8.2","","64","","","","18","","7","","24.1","","89.90","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 04:00","2023","08","06","04:00","12.9","","8.1","","72","","","","0","","1","","24.1","","89.88","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 05:00","2023","08","06","05:00","12.7","","6.8","","67","","","","36","","3","","12.9","","89.86","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 06:00","2023","08","06","06:00","12.3","","7.2","","71","","","","11","","3","","12.9","","89.83","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 07:00","2023","08","06","07:00","14.4","","8.3","","67","","","","22","","5","","12.9","","89.81","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 08:00","2023","08","06","08:00","15.3","","8.9","","65","","","","22","","8","","9.7","","89.80","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 09:00","2023","08","06","09:00","18.3","","9.4","","56","","","","18","","5","","9.7","","89.77","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 10:00","2023","08","06","10:00","21.6","","9.0","","44","","","","19","","20","","12.9","","89.74","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 11:00","2023","08","06","11:00","23.6","","9.1","","39","","","","18","","22","","12.9","","89.71","","","","","","Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 12:00","2023","08","06","12:00","24.5","","8.4","","35","","","","17","","14","","12.9","","89.66","","25","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 13:00","2023","08","06","13:00","25.9","","7.9","","31","","","","15","","13","","12.9","","89.61","","26","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 14:00","2023","08","06","14:00","26.0","","5.1","","26","","","","20","","9","","12.9","","89.55","","25","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 15:00","2023","08","06","15:00","26.5","","5.9","","26","","","","15","","23","","8.1","","89.50","","26","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 16:00","2023","08","06","16:00","25.1","","4.4","","26","","","","21","","7","","9.7","","89.49","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 17:00","2023","08","06","17:00","24.9","","4.4","","26","","","","19","","9","","9.7","","89.45","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 18:00","2023","08","06","18:00","24.8","","5.1","","28","","","","18","","5","","12.9","","89.45","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 19:00","2023","08","06","19:00","21.2","","8.4","","43","","","","1","","30","","12.9","","89.54","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 20:00","2023","08","06","20:00","20.5","","8.4","","46","","","","32","","12","","16.1","","89.52","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 21:00","2023","08","06","21:00","19.5","","8.9","","50","","","","35","","14","","12.9","","89.51","","","","","","Rain Showers"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 22:00","2023","08","06","22:00","17.1","","8.2","","56","","","","35","","13","","16.1","","89.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-06 23:00","2023","08","06","23:00","16.4","","8.3","","59","","","","34","","11","","16.1","","89.51","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 00:00","2023","08","07","00:00","15.8","","8.2","","60","","","","33","","9","","16.1","","89.51","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 01:00","2023","08","07","01:00","14.8","","8.1","","64","","","","33","","5","","16.1","","89.47","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 02:00","2023","08","07","02:00","12.7","","7.8","","72","","","","3","","5","","24.1","","89.42","","","","","","Mainly Clear"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 03:00","2023","08","07","03:00","12.3","","7.9","","75","","","","34","","11","","16.1","","89.41","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 04:00","2023","08","07","04:00","12.0","","8.3","","78","","","","34","","12","","16.1","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 05:00","2023","08","07","05:00","12.1","","8.5","","78","","","","17","","8","","12.9","","89.33","","","","","","Mostly Cloudy"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 06:00","2023","08","07","06:00","13.2","","9.3","","77","","","","2","","3","","12.9","","89.32","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 07:00","2023","08","07","07:00","14.3","","9.5","","72","","","","1","","6","","12.9","","89.35","","","","","","NA"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 08:00","2023","08","07","08:00","17.2","","10.4","","64","","","","2","","10","","9.7","","89.34","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 09:00","2023","08","07","09:00","20.2","","9.7","","50","","","","34","","10","","9.7","","89.33","","","","","","Smoke"
"-114.01","51.12","CALGARY INTL A","3031092","2023-08-07 10:00","2023","08","07","10:00","21.8","","9.2","","44","","","","2","","5","","9.7","","89.30","","","","","","Smoke"
